taxpayer_id,final_score,processing_stages
TP001012,0.1221,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1221,
      ""timestamp"": ""2025-05-06T02:20:54.768829""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0733,
      ""timestamp"": ""2025-05-06T02:20:54.768829""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0244,
      ""timestamp"": ""2025-05-06T02:20:54.768829""
    }
  },
  ""audit_history"": []
}"
TP001578,0.1655,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1655,
      ""timestamp"": ""2025-05-06T02:20:54.769825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0993,
      ""timestamp"": ""2025-05-06T02:20:54.769825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0331,
      ""timestamp"": ""2025-05-06T02:20:54.769825""
    }
  },
  ""audit_history"": []
}"
TP007265,0.355,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.355,
      ""timestamp"": ""2025-05-06T02:20:54.769825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.213,
      ""timestamp"": ""2025-05-06T02:20:54.769825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.071,
      ""timestamp"": ""2025-05-06T02:20:54.769825""
    }
  },
  ""audit_history"": []
}"
TP001068,0.3136,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3136,
      ""timestamp"": ""2025-05-06T02:20:54.769825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1882,
      ""timestamp"": ""2025-05-06T02:20:54.769825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0627,
      ""timestamp"": ""2025-05-06T02:20:54.769825""
    }
  },
  ""audit_history"": []
}"
TP001992,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:54.769825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:54.769825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:54.769825""
    }
  },
  ""audit_history"": []
}"
TP003971,0.1465,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1465,
      ""timestamp"": ""2025-05-06T02:20:54.769825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0879,
      ""timestamp"": ""2025-05-06T02:20:54.769825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0293,
      ""timestamp"": ""2025-05-06T02:20:54.769825""
    }
  },
  ""audit_history"": []
}"
TP000074,0.3434,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3434,
      ""timestamp"": ""2025-05-06T02:20:54.769825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.206,
      ""timestamp"": ""2025-05-06T02:20:54.770825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0687,
      ""timestamp"": ""2025-05-06T02:20:54.770825""
    }
  },
  ""audit_history"": []
}"
TP005880,0.2383,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2383,
      ""timestamp"": ""2025-05-06T02:20:54.770825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.143,
      ""timestamp"": ""2025-05-06T02:20:54.770825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0477,
      ""timestamp"": ""2025-05-06T02:20:54.770825""
    }
  },
  ""audit_history"": []
}"
TP008431,0.0823,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0823,
      ""timestamp"": ""2025-05-06T02:20:54.770825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0494,
      ""timestamp"": ""2025-05-06T02:20:54.770825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0165,
      ""timestamp"": ""2025-05-06T02:20:54.770825""
    }
  },
  ""audit_history"": []
}"
TP004543,0.245,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.245,
      ""timestamp"": ""2025-05-06T02:20:54.770825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.147,
      ""timestamp"": ""2025-05-06T02:20:54.770825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.049,
      ""timestamp"": ""2025-05-06T02:20:54.770825""
    }
  },
  ""audit_history"": []
}"
TP000327,0.2626,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2626,
      ""timestamp"": ""2025-05-06T02:20:54.770825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1576,
      ""timestamp"": ""2025-05-06T02:20:54.770825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0525,
      ""timestamp"": ""2025-05-06T02:20:54.770825""
    }
  },
  ""audit_history"": []
}"
TP007194,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:54.770825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:54.770825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:54.770825""
    }
  },
  ""audit_history"": []
}"
TP003868,0.2347,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2347,
      ""timestamp"": ""2025-05-06T02:20:54.771825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1408,
      ""timestamp"": ""2025-05-06T02:20:54.771825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0469,
      ""timestamp"": ""2025-05-06T02:20:54.771825""
    }
  },
  ""audit_history"": []
}"
TP000416,0.118,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.118,
      ""timestamp"": ""2025-05-06T02:20:54.771825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0708,
      ""timestamp"": ""2025-05-06T02:20:54.771825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0236,
      ""timestamp"": ""2025-05-06T02:20:54.771825""
    }
  },
  ""audit_history"": []
}"
TP006824,0.422,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.422,
      ""timestamp"": ""2025-05-06T02:20:54.771825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2532,
      ""timestamp"": ""2025-05-06T02:20:54.771825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0844,
      ""timestamp"": ""2025-05-06T02:20:54.771825""
    }
  },
  ""audit_history"": []
}"
TP003049,0.1465,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1465,
      ""timestamp"": ""2025-05-06T02:20:54.771825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0879,
      ""timestamp"": ""2025-05-06T02:20:54.772825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0293,
      ""timestamp"": ""2025-05-06T02:20:54.772825""
    }
  },
  ""audit_history"": []
}"
TP000782,0.289,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.289,
      ""timestamp"": ""2025-05-06T02:20:54.772825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1734,
      ""timestamp"": ""2025-05-06T02:20:54.772825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0578,
      ""timestamp"": ""2025-05-06T02:20:54.772825""
    }
  },
  ""audit_history"": []
}"
TP006748,0.2774,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2774,
      ""timestamp"": ""2025-05-06T02:20:54.772825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1664,
      ""timestamp"": ""2025-05-06T02:20:54.772825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0555,
      ""timestamp"": ""2025-05-06T02:20:54.772825""
    }
  },
  ""audit_history"": []
}"
TP002676,0.194,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.194,
      ""timestamp"": ""2025-05-06T02:20:54.772825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1164,
      ""timestamp"": ""2025-05-06T02:20:54.772825""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0388,
      ""timestamp"": ""2025-05-06T02:20:54.772825""
    }
  },
  ""audit_history"": []
}"
TP001750,0.1113,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1113,
      ""timestamp"": ""2025-05-06T02:20:54.772825""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0668,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0223,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    }
  },
  ""audit_history"": []
}"
TP006223,0.1995,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1995,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1197,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0399,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    }
  },
  ""audit_history"": []
}"
TP007947,0.2141,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2141,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1285,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0428,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    }
  },
  ""audit_history"": []
}"
TP002792,0.4766,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.4766,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.286,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0953,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    }
  },
  ""audit_history"": []
}"
TP006520,0.2531,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2531,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1518,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0506,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    }
  },
  ""audit_history"": []
}"
TP005775,0.0911,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0911,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0547,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0182,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    }
  },
  ""audit_history"": []
}"
TP006358,0.2498,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2498,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1499,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.05,
      ""timestamp"": ""2025-05-06T02:20:54.773839""
    }
  },
  ""audit_history"": []
}"
TP004980,0.0693,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0693,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0416,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0139,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    }
  },
  ""audit_history"": []
}"
TP007589,0.0813,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0813,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0488,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0163,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    }
  },
  ""audit_history"": []
}"
TP001092,0.2863,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2863,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1718,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0573,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    }
  },
  ""audit_history"": []
}"
TP006527,0.1251,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1251,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0751,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.025,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    }
  },
  ""audit_history"": []
}"
TP000608,0.2883,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2883,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.173,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0577,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    }
  },
  ""audit_history"": []
}"
TP004628,0.4661,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.4661,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2797,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0932,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    }
  },
  ""audit_history"": []
}"
TP002325,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    }
  },
  ""audit_history"": []
}"
TP006535,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    }
  },
  ""audit_history"": []
}"
TP008972,0.0979,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0979,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0587,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0196,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    }
  },
  ""audit_history"": []
}"
TP005056,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:54.774839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    }
  },
  ""audit_history"": []
}"
TP002609,0.4344,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.4344,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2606,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0869,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    }
  },
  ""audit_history"": []
}"
TP000021,0.2434,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2434,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.146,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0487,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    }
  },
  ""audit_history"": []
}"
TP002291,0.2291,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2291,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1375,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0458,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    }
  },
  ""audit_history"": []
}"
TP001728,0.1109,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1109,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0666,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0222,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    }
  },
  ""audit_history"": []
}"
TP000611,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    }
  },
  ""audit_history"": []
}"
TP004667,0.2155,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2155,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1293,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0431,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    }
  },
  ""audit_history"": []
}"
TP008052,0.3739,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3739,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2243,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0748,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    }
  },
  ""audit_history"": []
}"
TP005414,0.2377,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2377,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1426,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0475,
      ""timestamp"": ""2025-05-06T02:20:54.775840""
    }
  },
  ""audit_history"": []
}"
TP000344,0.1018,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1018,
      ""timestamp"": ""2025-05-06T02:20:54.776839""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0611,
      ""timestamp"": ""2025-05-06T02:20:54.776839""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0204,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    }
  },
  ""audit_history"": []
}"
TP004684,0.0669,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0669,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0401,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0134,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    }
  },
  ""audit_history"": []
}"
TP008785,0.1028,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1028,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0617,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0206,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    }
  },
  ""audit_history"": []
}"
TP003751,0.131,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.131,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0786,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0262,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    }
  },
  ""audit_history"": []
}"
TP008454,0.3317,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3317,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.199,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0663,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    }
  },
  ""audit_history"": []
}"
TP000308,0.292,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.292,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1752,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0584,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    }
  },
  ""audit_history"": []
}"
TP006000,0.1594,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1594,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0956,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0319,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    }
  },
  ""audit_history"": []
}"
TP003216,0.163,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.163,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0978,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0326,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    }
  },
  ""audit_history"": []
}"
TP000098,0.2957,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2957,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1774,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0591,
      ""timestamp"": ""2025-05-06T02:20:54.777838""
    }
  },
  ""audit_history"": []
}"
TP007388,0.1169,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1169,
      ""timestamp"": ""2025-05-06T02:20:54.778838""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0702,
      ""timestamp"": ""2025-05-06T02:20:54.778838""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0234,
      ""timestamp"": ""2025-05-06T02:20:54.778838""
    }
  },
  ""audit_history"": []
}"
TP007666,0.159,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.159,
      ""timestamp"": ""2025-05-06T02:20:54.778838""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0954,
      ""timestamp"": ""2025-05-06T02:20:54.778838""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0318,
      ""timestamp"": ""2025-05-06T02:20:54.778838""
    }
  },
  ""audit_history"": []
}"
TP005177,0.1115,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1115,
      ""timestamp"": ""2025-05-06T02:20:54.778838""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0669,
      ""timestamp"": ""2025-05-06T02:20:54.778838""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0223,
      ""timestamp"": ""2025-05-06T02:20:54.778838""
    }
  },
  ""audit_history"": []
}"
TP007280,0.3524,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3524,
      ""timestamp"": ""2025-05-06T02:20:54.778838""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2114,
      ""timestamp"": ""2025-05-06T02:20:54.778838""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0705,
      ""timestamp"": ""2025-05-06T02:20:54.778838""
    }
  },
  ""audit_history"": []
}"
TP006166,0.1326,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1326,
      ""timestamp"": ""2025-05-06T02:20:54.778838""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0795,
      ""timestamp"": ""2025-05-06T02:20:54.778838""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0265,
      ""timestamp"": ""2025-05-06T02:20:54.778838""
    }
  },
  ""audit_history"": []
}"
